Order ID,Generic Name,Brand Name,Company Name,Disease Medical Use,Invoice date,Company code,ship to country,Sold-to party Country Full Name,Delivery Plant,External Agent,Sales quantity,Price TC /Kg,Revenue,External commissions,Months
CA-2015-481,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-12-2015,5887,Egypt,Egypt,8095,Not assigned,166, $500.0 ," $83,000.0 ", $-   ,Dec
DE-2015-482,Infliximab,Remicade,"Centocor Ortho Biotech, Inc., Mitsubishi Tanabe Pharma",Crohn's disease; rheumatoid arthritis,11-02-2015,5754,India,India,7904,Assigned,354, $314.0 ," $1,11,156.0 "," $2,714.0 ",Feb
CA-2015-483,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-01-2015,5887,India,India,8095,Not assigned,467, $500.0 ," $2,33,500.0 ", $-   ,Jan
CA-2015-484,Pregabalin,Lyrica,Pfizer,Neuropathic pain,10-07-2015,5887,India,India,8095,Not assigned,228, $500.0 ," $1,14,000.0 ", $-   ,Jul
CA-2015-485,Pregabalin,Lyrica,Pfizer,Neuropathic pain,31-08-2015,5887,India,India,8095,Not assigned,248, $500.0 ," $1,24,000.0 ", $-   ,Aug
CA-2015-486,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-06-2015,5887,Cambodia,Cambodia,8095,Not assigned,369, $500.0 ," $1,84,500.0 ", $-   ,Jun
CA-2015-487,Pregabalin,Lyrica,Pfizer,Neuropathic pain,17-04-2015,5887,India,India,8095,Not assigned,483, $500.0 ," $2,41,500.0 ", $-   ,Apr
CA-2015-488,Pregabalin,Lyrica,Pfizer,Neuropathic pain,15-06-2015,5887,India,India,8095,Not assigned,260, $500.0 ," $1,30,000.0 ", $-   ,Jun
CA-2015-489,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-04-2015,5887,India,India,8095,Not assigned,73, $500.0 ," $36,500.0 ", $-   ,Apr
CA-2015-490,Pregabalin,Lyrica,Pfizer,Neuropathic pain,07-10-2015,5887,India,India,8095,Not assigned,139, $500.0 ," $69,500.0 ", $-   ,Oct
CA-2015-491,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-03-2015,5887,India,India,8095,Not assigned,410, $500.0 ," $2,05,000.0 ", $-   ,Mar
CA-2015-492,Pregabalin,Lyrica,Pfizer,Neuropathic pain,31-05-2015,5887,India,India,8095,Not assigned,318, $500.0 ," $1,59,000.0 ", $-   ,May
CA-2015-493,Pregabalin,Lyrica,Pfizer,Neuropathic pain,31-03-2015,5887,India,India,8095,Not assigned,107, $500.0 ," $53,500.0 ", $-   ,Mar
CA-2015-494,Pregabalin,Lyrica,Pfizer,Neuropathic pain,01-05-2015,5887,Malaysia,Malaysia,8095,Not assigned,422, $500.0 ," $2,11,000.0 ", $-   ,May
CA-2015-495,Pregabalin,Lyrica,Pfizer,Neuropathic pain,30-03-2015,5887,Malaysia,Malaysia,8095,Not assigned,167, $500.0 ," $83,500.0 ", $-   ,Mar
CA-2015-496,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-12-2015,5887,India,India,8095,Not assigned,468, $500.0 ," $2,34,000.0 ", $-   ,Dec
CA-2015-497,Pregabalin,Lyrica,Pfizer,Neuropathic pain,08-09-2015,5887,India,India,8095,Assigned,413, $500.0 ," $2,06,500.0 "," $4,818.3 ",Sep
CA-2015-498,Pregabalin,Lyrica,Pfizer,Neuropathic pain,28-09-2015,5887,India,India,8095,Not assigned,11, $500.0 ," $5,500.0 ", $-   ,Sep
CA-2015-499,Pregabalin,Lyrica,Pfizer,Neuropathic pain,29-07-2015,5887,India,India,8095,Not assigned,471, $500.0 ," $2,35,500.0 ", $-   ,Jul
CA-2015-500,Pregabalin,Lyrica,Pfizer,Neuropathic pain,13-08-2015,5887,Malaysia,Malaysia,8095,Assigned,450, $500.0 ," $2,25,000.0 "," $10,800.0 ",Aug
CA-2015-501,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-08-2015,5887,Sri Lanka,Sri Lanka,8095,Assigned,261, $500.0 ," $1,30,500.0 "," $7,917.0 ",Aug
CA-2015-502,Pregabalin,Lyrica,Pfizer,Neuropathic pain,04-09-2015,5887,Thailand,Thailand,8095,Assigned,440, $500.0 ," $2,20,000.0 "," $10,853.3 ",Sep
CA-2015-503,Pregabalin,Lyrica,Pfizer,Neuropathic pain,02-04-2015,5887,Kenya,Kenya,8095,Assigned,183, $500.0 ," $91,500.0 ", $854.0 ,Apr
CA-2015-504,Pregabalin,Lyrica,Pfizer,Neuropathic pain,12-03-2015,5887,India,India,8095,Assigned,386, $500.0 ," $1,93,000.0 "," $11,966.0 ",Mar
CA-2015-505,Pregabalin,Lyrica,Pfizer,Neuropathic pain,18-08-2015,5887,India,India,8095,Not assigned,6, $500.0 ," $3,000.0 ", $-   ,Aug
CA-2015-506,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-12-2015,5887,India,India,8095,Not assigned,75, $500.0 ," $37,500.0 ", $-   ,Dec
CA-2015-507,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-06-2015,5887,India,India,8095,Assigned,429, $500.0 ," $2,14,500.0 "," $3,003.0 ",Jun
CA-2015-508,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-05-2015,5887,India,India,8095,Not assigned,270, $500.0 ," $1,35,000.0 ", $-   ,May
CA-2015-509,Pregabalin,Lyrica,Pfizer,Neuropathic pain,12-06-2015,5887,India,India,8095,Not assigned,476, $500.0 ," $2,38,000.0 ", $-   ,Jun
CA-2015-510,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-06-2015,5887,India,India,8095,Not assigned,48, $500.0 ," $24,000.0 ", $-   ,Jun
CA-2015-511,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-01-2015,5887,India,India,8095,Not assigned,133, $500.0 ," $66,500.0 ", $-   ,Jan
CA-2015-512,Pregabalin,Lyrica,Pfizer,Neuropathic pain,24-01-2015,5887,Netherlands,Netherlands,8095,Assigned,280, $500.0 ," $1,40,000.0 "," $9,146.7 ",Jan
CA-2015-513,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-04-2015,5887,India,India,8095,Not assigned,52, $500.0 ," $26,000.0 ", $-   ,Apr
CA-2015-514,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-04-2015,5887,India,India,8095,Not assigned,32, $500.0 ," $16,000.0 ", $-   ,Apr
CA-2015-515,Pregabalin,Lyrica,Pfizer,Neuropathic pain,07-09-2015,5887,India,India,8095,Not assigned,148, $500.0 ," $74,000.0 ", $-   ,Sep
CA-2015-516,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-07-2015,5887,India,India,8095,Not assigned,220, $500.0 ," $1,10,000.0 ", $-   ,Jul
CA-2015-517,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-01-2015,5887,India,India,8095,Not assigned,180, $500.0 ," $90,000.0 ", $-   ,Jan
CA-2015-518,Pregabalin,Lyrica,Pfizer,Neuropathic pain,17-10-2015,5887,Egypt,Egypt,8095,Assigned,359, $500.0 ," $1,79,500.0 "," $6,342.3 ",Oct
CA-2015-519,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-08-2015,5887,Nepal,Nepal,8095,Assigned,267, $500.0 ," $1,33,500.0 "," $6,052.0 ",Aug
CA-2015-520,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-11-2015,5887,Nepal,Nepal,8095,Assigned,148, $500.0 ," $74,000.0 "," $1,874.7 ",Nov
CA-2015-521,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-04-2015,5887,Nepal,Nepal,8095,Assigned,417, $500.0 ," $2,08,500.0 "," $5,838.0 ",Apr
CA-2015-522,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-03-2015,5887,India,India,8095,Not assigned,334, $500.0 ," $1,67,000.0 ", $-   ,Mar
CA-2015-523,Pregabalin,Lyrica,Pfizer,Neuropathic pain,18-10-2015,5887,India,India,8095,Not assigned,12, $500.0 ," $6,000.0 ", $-   ,Oct
CA-2015-524,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-10-2015,5887,Nepal,Nepal,8095,Assigned,397, $500.0 ," $1,98,500.0 "," $8,866.3 ",Oct
CA-2015-525,Pregabalin,Lyrica,Pfizer,Neuropathic pain,30-01-2015,5887,Nepal,Nepal,8095,Assigned,122, $500.0 ," $61,000.0 "," $3,497.3 ",Jan
CA-2015-526,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-04-2015,5887,Indonesia,Indonesia,8095,Assigned,27, $500.0 ," $13,500.0 ", $405.0 ,Apr
TA-2015-527,Duloxetine,Cymbalta,Generic,Depression; anxiety disorders,30-11-2015,5704,India,India,8370,Not assigned,327, $453.0 ," $1,48,131.0 ", $-   ,Nov
CA-2015-528,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-10-2015,5887,India,India,8095,Not assigned,430, $500.0 ," $2,15,000.0 ", $-   ,Oct
CA-2015-529,Pregabalin,Lyrica,Pfizer,Neuropathic pain,13-03-2015,5887,Indonesia,Indonesia,8095,Assigned,190, $500.0 ," $95,000.0 "," $4,813.3 ",Mar
CA-2015-530,Pregabalin,Lyrica,Pfizer,Neuropathic pain,29-03-2015,5887,Indonesia,Indonesia,8095,Assigned,426, $500.0 ," $2,13,000.0 "," $11,360.0 ",Mar
CA-2015-531,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-09-2015,5887,India,India,8095,Not assigned,239, $500.0 ," $1,19,500.0 ", $-   ,Sep
CA-2015-532,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-10-2015,5887,India,India,8095,Not assigned,341, $500.0 ," $1,70,500.0 ", $-   ,Oct
CA-2015-533,Pregabalin,Lyrica,Pfizer,Neuropathic pain,01-11-2015,5887,Indonesia,Indonesia,8095,Assigned,77, $500.0 ," $38,500.0 "," $1,771.0 ",Nov
CA-2015-534,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-04-2015,5887,India,India,8095,Assigned,367, $500.0 ," $1,83,500.0 "," $6,606.0 ",Apr
CA-2015-535,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-10-2015,5887,India,India,8095,Assigned,237, $500.0 ," $1,18,500.0 "," $1,343.0 ",Oct
CA-2015-536,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-03-2015,5887,India,India,8095,Not assigned,53, $500.0 ," $26,500.0 ", $-   ,Mar
CA-2015-537,Pregabalin,Lyrica,Pfizer,Neuropathic pain,04-02-2015,5887,India,India,8095,Not assigned,397, $500.0 ," $1,98,500.0 ", $-   ,Feb
CA-2015-538,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-08-2015,5887,India,India,8095,Assigned,255, $500.0 ," $1,27,500.0 "," $2,125.0 ",Aug
CA-2015-539,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-06-2015,5887,India,India,8095,Not assigned,420, $500.0 ," $2,10,000.0 ", $-   ,Jun
CA-2015-540,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-11-2015,5887,India,India,8095,Assigned,236, $500.0 ," $1,18,000.0 "," $3,461.3 ",Nov
CA-2015-541,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-06-2015,5887,Oman,Oman,8095,Not assigned,495, $500.0 ," $2,47,500.0 ", $-   ,Jun
CA-2015-542,Pregabalin,Lyrica,Pfizer,Neuropathic pain,13-05-2015,5887,India,India,8095,Not assigned,191, $500.0 ," $95,500.0 ", $-   ,May
CA-2015-543,Pregabalin,Lyrica,Pfizer,Neuropathic pain,29-03-2015,5887,India,India,8095,Not assigned,313, $500.0 ," $1,56,500.0 ", $-   ,Mar
CA-2015-544,Pregabalin,Lyrica,Pfizer,Neuropathic pain,17-11-2015,5887,Oman,Oman,8095,Not assigned,232, $500.0 ," $1,16,000.0 ", $-   ,Nov
CA-2015-545,Pregabalin,Lyrica,Pfizer,Neuropathic pain,07-12-2015,5887,India,India,8095,Not assigned,106, $500.0 ," $53,000.0 ", $-   ,Dec
CA-2015-546,Pregabalin,Lyrica,Pfizer,Neuropathic pain,30-11-2015,5887,India,India,8095,Not assigned,208, $500.0 ," $1,04,000.0 ", $-   ,Nov
CA-2015-547,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-02-2015,5887,Thailand,Thailand,8095,Assigned,83, $500.0 ," $41,500.0 "," $1,770.7 ",Feb
CA-2015-548,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-08-2015,5887,India,India,8095,Not assigned,393, $500.0 ," $1,96,500.0 ", $-   ,Aug
CA-2015-549,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-02-2015,5887,Philippines,Philippines,8095,Assigned,233, $500.0 ," $1,16,500.0 "," $5,436.7 ",Feb
CA-2015-550,Pregabalin,Lyrica,Pfizer,Neuropathic pain,08-03-2015,5887,India,India,8095,Not assigned,256, $500.0 ," $1,28,000.0 ", $-   ,Mar
CA-2015-551,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-07-2015,5887,India,India,8095,Not assigned,478, $500.0 ," $2,39,000.0 ", $-   ,Jul
CA-2015-552,Pregabalin,Lyrica,Pfizer,Neuropathic pain,30-09-2015,5887,India,India,8095,Not assigned,304, $500.0 ," $1,52,000.0 ", $-   ,Sep
CA-2015-553,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-04-2015,5887,India,India,8095,Not assigned,335, $500.0 ," $1,67,500.0 ", $-   ,Apr
CA-2015-554,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-10-2015,5887,India,India,8095,Not assigned,392, $500.0 ," $1,96,000.0 ", $-   ,Oct
CA-2015-555,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-10-2015,5887,India,India,8095,Not assigned,250, $500.0 ," $1,25,000.0 ", $-   ,Oct
CA-2015-556,Pregabalin,Lyrica,Pfizer,Neuropathic pain,06-03-2015,5887,India,India,8095,Not assigned,465, $500.0 ," $2,32,500.0 ", $-   ,Mar
CA-2015-557,Pregabalin,Lyrica,Pfizer,Neuropathic pain,12-07-2015,5887,India,India,8095,Not assigned,178, $500.0 ," $89,000.0 ", $-   ,Jul
CA-2015-558,Pregabalin,Lyrica,Pfizer,Neuropathic pain,04-10-2015,5887,Egypt,Egypt,8095,Assigned,488, $500.0 ," $2,44,000.0 "," $10,898.7 ",Oct
CA-2015-559,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-07-2015,5887,Egypt,Egypt,8095,Assigned,324, $500.0 ," $1,62,000.0 "," $4,644.0 ",Jul
CA-2015-560,Pregabalin,Lyrica,Pfizer,Neuropathic pain,31-05-2015,5887,Indonesia,Indonesia,8095,Assigned,298, $500.0 ," $1,49,000.0 "," $1,291.3 ",May
CA-2015-561,Pregabalin,Lyrica,Pfizer,Neuropathic pain,08-09-2015,5887,India,India,8095,Not assigned,358, $500.0 ," $1,79,000.0 ", $-   ,Sep
CA-2015-562,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-10-2015,5887,India,India,8095,Assigned,480, $500.0 ," $2,40,000.0 "," $2,720.0 ",Oct
CA-2015-563,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-08-2015,5887,India,India,8095,Not assigned,315, $500.0 ," $1,57,500.0 ", $-   ,Aug
CA-2015-564,Pregabalin,Lyrica,Pfizer,Neuropathic pain,07-01-2015,5887,Indonesia,Indonesia,8095,Assigned,77, $500.0 ," $38,500.0 "," $2,002.0 ",Jan
CA-2015-565,Pregabalin,Lyrica,Pfizer,Neuropathic pain,04-06-2015,5887,India,India,8095,Assigned,136, $500.0 ," $68,000.0 "," $4,170.7 ",Jun
CA-2015-566,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-06-2015,5887,India,India,8095,Not assigned,345, $500.0 ," $1,72,500.0 ", $-   ,Jun
CA-2015-567,Pregabalin,Lyrica,Pfizer,Neuropathic pain,02-06-2015,5887,India,India,8095,Assigned,1, $500.0 , $500.0 , $29.7 ,Jun
CA-2015-568,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-10-2015,5887,India,India,8095,Not assigned,176, $500.0 ," $88,000.0 ", $-   ,Oct
CA-2015-569,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-08-2015,5887,India,India,8095,Not assigned,289, $500.0 ," $1,44,500.0 ", $-   ,Aug
CA-2015-570,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-03-2015,5887,India,India,8095,Not assigned,134, $500.0 ," $67,000.0 ", $-   ,Mar
CA-2015-571,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-10-2015,5887,India,India,8095,Not assigned,312, $500.0 ," $1,56,000.0 ", $-   ,Oct
CA-2015-572,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-05-2015,5887,India,India,8095,Not assigned,278, $500.0 ," $1,39,000.0 ", $-   ,May
CA-2015-573,Pregabalin,Lyrica,Pfizer,Neuropathic pain,15-05-2015,5887,India,India,8095,Not assigned,364, $500.0 ," $1,82,000.0 ", $-   ,May
CA-2015-574,Pregabalin,Lyrica,Pfizer,Neuropathic pain,06-08-2015,5887,India,India,8095,Not assigned,36, $500.0 ," $18,000.0 ", $-   ,Aug
CA-2015-575,Pregabalin,Lyrica,Pfizer,Neuropathic pain,13-03-2015,5887,India,India,8095,Not assigned,442, $500.0 ," $2,21,000.0 ", $-   ,Mar
CA-2015-576,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-11-2015,5887,India,India,8095,Not assigned,51, $500.0 ," $25,500.0 ", $-   ,Nov
CA-2015-577,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-10-2015,5887,India,India,8095,Not assigned,152, $500.0 ," $76,000.0 ", $-   ,Oct
CA-2015-578,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-11-2015,5887,India,India,8095,Not assigned,376, $500.0 ," $1,88,000.0 ", $-   ,Nov
CA-2015-579,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-04-2015,5887,India,India,8095,Not assigned,131, $500.0 ," $65,500.0 ", $-   ,Apr
CA-2015-580,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-08-2015,5887,India,India,8095,Not assigned,457, $500.0 ," $2,28,500.0 ", $-   ,Aug
CA-2015-581,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-05-2015,5887,India,India,8095,Not assigned,495, $500.0 ," $2,47,500.0 ", $-   ,May
CA-2015-582,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-12-2015,5887,India,India,8095,Not assigned,53, $500.0 ," $26,500.0 ", $-   ,Dec
CA-2015-583,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-02-2015,5887,India,India,8095,Assigned,105, $500.0 ," $52,500.0 "," $3,360.0 ",Feb
AR-2015-584,Insulin glargine,Lantus Solostar,Sanofi-Aventis,Diabetes mellitus type 1 and 2,16-06-2015,5653,India,India,7933,Not assigned,6, $231.0 ," $1,386.0 ", $-   ,Jun
AR-2015-585,Insulin glargine,Lantus Solostar,Sanofi-Aventis,Diabetes mellitus type 1 and 2,04-07-2015,5653,India,India,7933,Not assigned,408, $231.0 ," $94,248.0 ", $-   ,Jul
CA-2015-586,Pregabalin,Lyrica,Pfizer,Neuropathic pain,12-04-2015,5887,India,India,8095,Not assigned,369, $500.0 ," $1,84,500.0 ", $-   ,Apr
CA-2015-587,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-12-2015,5887,India,India,8095,Not assigned,95, $500.0 ," $47,500.0 ", $-   ,Dec
CA-2015-588,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-11-2015,5887,India,India,8095,Not assigned,463, $500.0 ," $2,31,500.0 ", $-   ,Nov
CA-2015-589,Pregabalin,Lyrica,Pfizer,Neuropathic pain,18-07-2015,5887,India,India,8095,Not assigned,83, $500.0 ," $41,500.0 ", $-   ,Jul
CA-2015-590,Pregabalin,Lyrica,Pfizer,Neuropathic pain,28-12-2015,5887,India,India,8095,Not assigned,468, $500.0 ," $2,34,000.0 ", $-   ,Dec
CA-2015-591,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-02-2015,5887,India,India,8095,Not assigned,16, $500.0 ," $8,000.0 ", $-   ,Feb
CA-2015-592,Pregabalin,Lyrica,Pfizer,Neuropathic pain,06-09-2015,5887,India,India,8095,Not assigned,360, $500.0 ," $1,80,000.0 ", $-   ,Sep
CA-2015-593,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-02-2015,5887,India,India,8095,Not assigned,115, $500.0 ," $57,500.0 ", $-   ,Feb
CA-2015-594,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-01-2015,5887,Indonesia,Indonesia,8095,Assigned,299, $500.0 ," $1,49,500.0 "," $8,870.3 ",Jan
CA-2015-595,Pregabalin,Lyrica,Pfizer,Neuropathic pain,30-10-2015,5887,India,India,8095,Not assigned,422, $500.0 ," $2,11,000.0 ", $-   ,Oct
CA-2015-596,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-01-2015,5887,India,India,8095,Not assigned,46, $500.0 ," $23,000.0 ", $-   ,Jan
CA-2015-597,Pregabalin,Lyrica,Pfizer,Neuropathic pain,07-06-2015,5887,India,India,8095,Not assigned,98, $500.0 ," $49,000.0 ", $-   ,Jun
CA-2015-598,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-04-2015,5887,India,India,8095,Not assigned,289, $500.0 ," $1,44,500.0 ", $-   ,Apr
CA-2015-599,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-11-2015,5887,India,India,8095,Not assigned,389, $500.0 ," $1,94,500.0 ", $-   ,Nov
CA-2015-600,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-07-2015,5887,Indonesia,Indonesia,8095,Assigned,34, $500.0 ," $17,000.0 ", $748.0 ,Jul
CA-2015-601,Pregabalin,Lyrica,Pfizer,Neuropathic pain,18-08-2015,5887,Nepal,Nepal,8095,Assigned,388, $500.0 ," $1,94,000.0 "," $10,864.0 ",Aug
CA-2015-602,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-12-2015,5887,Nepal,Nepal,8095,Assigned,88, $500.0 ," $44,000.0 ", $704.0 ,Dec
CA-2015-603,Pregabalin,Lyrica,Pfizer,Neuropathic pain,05-03-2015,5887,Indonesia,Indonesia,8095,Assigned,421, $500.0 ," $2,10,500.0 "," $11,647.7 ",Mar
CA-2015-604,Pregabalin,Lyrica,Pfizer,Neuropathic pain,24-03-2015,5887,Indonesia,Indonesia,8095,Assigned,425, $500.0 ," $2,12,500.0 "," $1,416.7 ",Mar
CA-2015-605,Pregabalin,Lyrica,Pfizer,Neuropathic pain,02-04-2015,5887,India,India,8095,Assigned,443, $500.0 ," $2,21,500.0 "," $11,665.7 ",Apr
CA-2015-606,Pregabalin,Lyrica,Pfizer,Neuropathic pain,09-01-2015,5887,India,India,8095,Not assigned,73, $500.0 ," $36,500.0 ", $-   ,Jan
CA-2015-607,Pregabalin,Lyrica,Pfizer,Neuropathic pain,18-06-2015,5887,India,India,8095,Not assigned,48, $500.0 ," $24,000.0 ", $-   ,Jun
CA-2015-608,Pregabalin,Lyrica,Pfizer,Neuropathic pain,13-07-2015,5887,India,India,8095,Not assigned,180, $500.0 ," $90,000.0 ", $-   ,Jul
CA-2015-609,Pregabalin,Lyrica,Pfizer,Neuropathic pain,06-01-2015,5887,India,India,8095,Not assigned,178, $500.0 ," $89,000.0 ", $-   ,Jan
CA-2015-610,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-04-2015,5887,India,India,8095,Not assigned,499, $500.0 ," $2,49,500.0 ", $-   ,Apr
CA-2015-611,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-06-2015,5887,India,India,8095,Not assigned,348, $500.0 ," $1,74,000.0 ", $-   ,Jun
CA-2015-612,Pregabalin,Lyrica,Pfizer,Neuropathic pain,21-11-2015,5887,India,India,8095,Not assigned,300, $500.0 ," $1,50,000.0 ", $-   ,Nov
CA-2015-613,Pregabalin,Lyrica,Pfizer,Neuropathic pain,14-09-2015,5887,India,India,8095,Not assigned,127, $500.0 ," $63,500.0 ", $-   ,Sep
CA-2015-614,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-12-2015,5887,India,India,8095,Not assigned,186, $500.0 ," $93,000.0 ", $-   ,Dec
CA-2015-615,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-06-2015,5887,India,India,8095,Not assigned,150, $500.0 ," $75,000.0 ", $-   ,Jun
CA-2015-616,Pregabalin,Lyrica,Pfizer,Neuropathic pain,19-06-2015,5887,India,India,8095,Not assigned,293, $500.0 ," $1,46,500.0 ", $-   ,Jun
CA-2015-617,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-06-2015,5887,India,India,8095,Not assigned,226, $500.0 ," $1,13,000.0 ", $-   ,Jun
CA-2015-618,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-10-2015,5887,India,India,8095,Not assigned,87, $500.0 ," $43,500.0 ", $-   ,Oct
CA-2015-619,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-08-2015,5887,India,India,8095,Not assigned,346, $500.0 ," $1,73,000.0 ", $-   ,Aug
CA-2015-620,Pregabalin,Lyrica,Pfizer,Neuropathic pain,26-12-2015,5887,India,India,8095,Not assigned,235, $500.0 ," $1,17,500.0 ", $-   ,Dec
CA-2015-621,Pregabalin,Lyrica,Pfizer,Neuropathic pain,22-06-2015,5887,India,India,8095,Assigned,323, $500.0 ," $1,61,500.0 "," $1,184.3 ",Jun
CA-2015-622,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-11-2015,5887,India,India,8095,Not assigned,176, $500.0 ," $88,000.0 ", $-   ,Nov
CA-2015-623,Pregabalin,Lyrica,Pfizer,Neuropathic pain,20-11-2015,5887,India,India,8095,Not assigned,421, $500.0 ," $2,10,500.0 ", $-   ,Nov
CA-2015-624,Pregabalin,Lyrica,Pfizer,Neuropathic pain,27-04-2015,5887,India,India,8095,Not assigned,129, $500.0 ," $64,500.0 ", $-   ,Apr
CA-2015-625,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-12-2015,5887,India,India,8095,Not assigned,475, $500.0 ," $2,37,500.0 ", $-   ,Dec
CA-2015-626,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-02-2015,5887,India,India,8095,Not assigned,228, $500.0 ," $1,14,000.0 ", $-   ,Feb
CA-2015-627,Pregabalin,Lyrica,Pfizer,Neuropathic pain,12-08-2015,5887,India,India,8095,Not assigned,432, $500.0 ," $2,16,000.0 ", $-   ,Aug
CA-2015-628,Pregabalin,Lyrica,Pfizer,Neuropathic pain,16-06-2015,5887,India,India,8095,Not assigned,127, $500.0 ," $63,500.0 ", $-   ,Jun
CA-2015-629,Pregabalin,Lyrica,Pfizer,Neuropathic pain,02-01-2015,5887,India,India,8095,Not assigned,2, $500.0 ," $1,000.0 ", $-   ,Jan
CA-2015-630,Pregabalin,Lyrica,Pfizer,Neuropathic pain,28-06-2015,5887,India,India,8095,Not assigned,263, $500.0 ," $1,31,500.0 ", $-   ,Jun
CA-2015-631,Pregabalin,Lyrica,Pfizer,Neuropathic pain,02-11-2015,5887,India,India,8095,Not assigned,448, $500.0 ," $2,24,000.0 ", $-   ,Nov
CA-2015-632,Pregabalin,Lyrica,Pfizer,Neuropathic pain,23-05-2015,5887,India,India,8095,Not assigned,83, $500.0 ," $41,500.0 ", $-   ,May
CA-2015-633,Pregabalin,Lyrica,Pfizer,Neuropathic pain,25-05-2015,5887,India,India,8095,Not assigned,388, $500.0 ," $1,94,000.0 ", $-   ,May
CA-2015-634,Pregabalin,Lyrica,Pfizer,Neuropathic pain,03-03-2015,5887,India,India,8095,Not assigned,432, $500.0 ," $2,16,000.0 ", $-   ,Mar
